Title;Artist
 Republica Pingaiada;Pedro Paulo E Alex 
 Ta Carlor Ta Calor;Pedro Paulo E Alex 
 Vem Vem;Pedro Paulo E Alex 
 Cuitelinho;Pena Branca E Xavantinho 
 Sexy Yemanja;Pepeu Gomes 
 A Linguagem Dos Olhos;Pericles 
 Amei;Pericles 
 Costumes Iguais;Pericles 
 Dança Do Bole Bole;Pericles 
 Dois Rivais (Vocal Reduzido);Pericles 
 Final De Tarde;Pericles 
 Se Eu Largar O Freio;Pericles 
 Eta Amor;Pericles E Xande De Pilares
 Depois Do Amor;Perlla 
 Eu Vou;Perlla 
 Verdadeiro Adorador;Pg 
 A White Shade Of Pale;Pholhas 
 Get Back;Pholhas 
 My Mistake;Pholhas 
 She Made Me Cry;Pholhas 
 Chega De Sofrer;Pique Novo 
 Lugares;Pique Novo 
 Admiravel Chip Novo;Pitty 
 Equalize;Pitty 
 Mascara;Pitty 
 Me Adora;Pitty 
 Na Sua Estante;Pitty 
 Semana Que Vem;Pitty 
 Teto De Vidro;Pitty 
 Frenesi;Pixote 
 Nuance;Pixote 
 O Amor Nao Tem Culpa;Pixote 
 Soletrar;Pixote 
 Fica Comigo;Placa Luminosa 
 Mantenha O Respeito;Planet Hemp 
 Ate Quando Esperar;Plebe Rude 
 Trama;Pollo 
 Vagalumes;Pollo E Ivo Mozart 
 Deus De Detalhes;Pr Lucas 
 Sao Paulo Sao Paulo;Premeditando O Breque 
 Sinais De Fogo;Preta Gil E Ana Carolina 
 Va Se Benzer;Preta Gil E Gal Costa 
 Decote;Preta Gil E Pabllo Vittar 
 Nao Quero Ser Mais Eu;Preto No Branco 
 Ninguem Explica Deus;Preto No Branco 
 Alem Do Veu;Priscilla Alcantara 
 Ate Sermos Um;Priscilla Alcantara 
 Graca;Priscilla Alcantara 
 Quando O Sol Se Vai;Priscilla Alcantara 
 Ressurgiu O Leao;Priscilla Alcantara 
 Sou Escolhido;Priscilla Alcantara 
 Ela So Quer Paz;Projota 
 Oh! Meu Deus;Projota 
 Toda Boa;Psirico 
 Xenhenhem;Psirico 
 Diante De Ti;Quatro Por Um 
 Um Deus Tao Grande;Quatro Por Um 
 Um Milagre;Quatro Por Um 
 Cheia De Manias;Raca Negra 
 Ciume De Voce;Raca Negra 
 Deixa De Banca;Raca Negra 
 E Tarde Demais;Raca Negra 
 Estou Mal;Raca Negra 
 Gostoso Sentimento;Raca Negra 
 Jeito Felino;Raca Negra 
 Maravilha;Raca Negra 
 Me Leva Junto Com Voce;Raca Negra 
 No Vazio Dessa Casa;Raca Negra 
 Poderosa;Raca Negra 
 Preciso Desse Amor;Raca Negra 
 Reincidente;Raca Negra 
 Sempre Ha Saida;Raca Negra 
 So Com Voce;Raca Negra 
 Vida Cigana;Raca Negra 
 Voce Nao Sabe De Mim;Raca Negra 
 Vai Curtir, Vai Dancar;Raca Negra E Wesley Safadao
 Dono Do Seu Beijo;Raca Negra E Xand Aviao 
 O Pinto;Raca Pura 
 A Vida E Desafio;Racionais Mcs 
 Capitulo 4 Versiculo 3;Racionais Mcs 
 Da Ponte Pra Ca;Racionais Mcs 
 Fim De Semana No Parque;Racionais Mcs 
 Jesus Chorou;Racionais Mcs 
 Magico De Oz;Racionais Mcs 
 O Homem Na Estrada;Racionais Mcs 
 Vida Louca;Racionais Mcs 
 Coisas De Casal;Radio Taxi 
 Com O Radio Ligado;Radio Taxi 
 Garota Dourada;Radio Taxi 
 Um Amor De Verao;Radio Taxi 
 Voce Se Esconde;Radio Taxi 
 Deus De Novos Comecos;Rafael Bitencourt 
 20 E Poucos Anos;Raimundos 
 A Mais Pedida;Raimundos 
 Bonita;Raimundos 
 Eu Quero Ver O Oco;Raimundos 
 I Saw You Saying;Raimundos 
 Mulher De Fases;Raimundos 
 Palhas Do Coqueiro;Raimundos 
 Selim;Raimundos 
 Jesus Meu Guia;Raiz Coral 
 Coracao;Rapazolla 
 Tudo Que Ha De Bom Em Mim;Raphael Lucas 
 Quero Descer;Raquel Mello 
 Beijo Roubado;Rastape 
 Colo De Menina;Rastape 
 Lonas Azuis;Raul Gil 
 A Geracao Da Luz;Raul Seixas 
 A Ilha Da Fantasia;Raul Seixas 
 Abre Te Sesamo;Raul Seixas 
 Al Capone;Raul Seixas 
 Anos 80;Raul Seixas 
 As Minas Do Rei Salomao;Raul Seixas 
 Canceriano Sem Lar;Raul Seixas 
 Capim Guine;Raul Seixas 
 Check Up;Raul Seixas 
 Como Vovo Ja Dizia;Raul Seixas 
 Cowboy Fora Da Lei;Raul Seixas 
 Eu Nasci Ha Dez Mil Anos Atras;Raul Seixas 
 Eu Sou Egoista;Raul Seixas 
 Fazendo O Que O Diabo Gosta;Raul Seixas 
 Fim Do Mes;Raul Seixas 
 Gente;Raul Seixas 
 Gita;Raul Seixas 
 Let Me Sing Let Me Sing;Raul Seixas 
 Maluco Beleza;Raul Seixas 
 Medo Da Chuva;Raul Seixas 
 Metamorfoze Ambulante;Raul Seixas 
 Metro Linha 743;Raul Seixas 
 Meu Amigo Pedro;Raul Seixas 
 Mosca Na Sopa;Raul Seixas 
 No Fundo Do Quintal Da Escola;Raul Seixas 
 O Dia Em Que A Terra Parou;Raul Seixas 
 O Mdc Da Minha Vida;Raul Seixas 
 Ouro De Tolo;Raul Seixas 
 Pagando Brabo;Raul Seixas 
 Paranoira;Raul Seixas 
 Pastor Joao E A Igreja Invisivel;Raul Seixas 
 Plunct Plact Zum;Raul Seixas 
 Por Quem Os Sinos Dobram;Raul Seixas 
 Rockixe;Raul Seixas 
 S.O.S;Raul Seixas 
 Sapato 36;Raul Seixas 
 Tente Outra Vez;Raul Seixas 
 Trem Das 7;Raul Seixas 
 Devo A Voce;Rayssa E Ravel 
 Levanta;Rayssa E Ravel 
 O Grande;Rayssa E Ravel 
 O Que Deus Fez Por Mim;Rayssa E Ravel 
 A Idade Do Lobo;Reginaldo Rossi 
 A Raposa E As Uvas;Reginaldo Rossi 
 Ai Amor;Reginaldo Rossi 
 As Quatro Estacoes;Reginaldo Rossi 
 Eu Devia Te Odiar;Reginaldo Rossi 
 Garcon;Reginaldo Rossi 
 Mon Amuor Meu Bem Ma Femme;Reginaldo Rossi 
 O Dia Do Corno;Reginaldo Rossi 
 Pedaco De Mau Caminho;Reginaldo Rossi 
 Quando Voce Foi Embora;Reginaldo Rossi 
 Se Meu Amor Nao Chegar;Reginaldo Rossi 
 Um Pedaco Do Ceu;Reginaldo Rossi 
 Amor De Pai;Regis Danese 
 Amor Inexplicavel;Regis Danese 
 Familia;Regis Danese 
 Faz Um Milagre Em Mim;Regis Danese 
 O Melhor Que Eu Tenho;Regis Danese 
 Tu Podes;Regis Danese 
 Furdunco;Rei Da Cacimbinha 
 Meu Pai E Foda;Rei Da Cacimbinha 
 Muricoca;Rei Da Cacimbinha 
 Pop 100;Rei Da Cacimbinha 
 1000 Graus;Renascer Praise 
 Hora Da Virada;Renata Brasil 
 A Irma Do Meu Melhor Amigo;Renato E Seus Blue Caps 
 A Primeira Lagrima;Renato E Seus Blue Caps 
 Ana;Renato E Seus Blue Caps 
 Dona Do Meu Coracao;Renato E Seus Blue Caps 
 Feche Os Olhos;Renato E Seus Blue Caps 
 Meu Bem Nao Me Quer;Renato E Seus Blue Caps 
 Playboy;Renato E Seus Blue Caps 
 So Nessa Cancao;Renato E Seus Blue Caps 
 La Solitudine;Renato Russo 
 Bem;Renato Terra 
 Coisa De Momento;Renato Terra 
 Cicatriz;Rene E Ronaldo 
 Uma Estrela Vai Brilhar;Ricardo Braga 
 E O Bicho;Ricardo Chaves 
 Amor Em Dobro;Ricardo E Joao Fernando E Cesar Menotti E Fabiano 
 Sera Que Ce Deixa;Rick E Rangel E Gusttavo Lima 
 Dedinho Podre;Rick E Rangel E Maiara E Maraisa 
 Assim E O Nosso Amor;Rick E Renner 
 Baby;Rick E Renner 
 Bebedeira;Rick E Renner 
 Casa De Caboclo;Rick E Renner 
 Coisa De Deus;Rick E Renner 
 Cortina Do Espaco;Rick E Renner 
 Doidinho Por Voce;Rick E Renner 
 Ela E Demais;Rick E Renner 
 Escolta De Vagalumes;Rick E Renner 
 Eu Mereco;Rick E Renner 
 Filha;Rick E Renner 
 Fim De Semana;Rick E Renner 
 Homem Carente;Rick E Renner 
 Manda Outra;Rick E Renner 
 Manda Outra Que Eu Mereco;Rick E Renner 
 Mil Vezes Cantarei;Rick E Renner 
 No Remelexo;Rick E Renner 
 O Boteco Envenenou;Rick E Renner 
 Paixao De Peao;Rick E Renner 
 Preciso Te Encontrar;Rick E Renner 
 Que Nem Chiclete;Rick E Renner 
 Quero Falar Com Ela;Rick E Renner 
 So Pensando Em Voce;Rick E Renner 
 So Quero Te Dizer;Rick E Renner 
 Vou Ganhar Voce;Rick E Renner 
 A Gente Se Entrega;Rio Negro E Solimoes 
 Ajeite O Trem Ai;Rio Negro E Solimoes 
 Amor Desencontrado;Rio Negro E Solimoes 
 Bate O Pe;Rio Negro E Solimoes 
 Clube Do Batidao;Rio Negro E Solimoes 
 De Sao Paulo A Belem;Rio Negro E Solimoes 
 Depois De Voce;Rio Negro E Solimoes 
 Falta Voce;Rio Negro E Solimoes 
 Frio Da Madrugada;Rio Negro E Solimoes 
 Lenha;Rio Negro E Solimoes 
 Madrugada Triste;Rio Negro E Solimoes 
 Melhor Beber Do Que Chorar;Rio Negro E Solimoes 
 Moido De Paixao;Rio Negro E Solimoes 
 Na Sola Da Bota;Rio Negro E Solimoes 
 Nao To Nem Ai;Rio Negro E Solimoes 
 O Cowboy Vai Te Pegar;Rio Negro E Solimoes 
 O De Casa O De Fora;Rio Negro E Solimoes 
 O Grito Da Galera;Rio Negro E Solimoes 
 O Que Voce Nao Faz;Rio Negro E Solimoes 
 Oh De Casa O De Fora;Rio Negro E Solimoes 
 Pororoca;Rio Negro E Solimoes 
 Saudade Pulou No Peito;Rio Negro E Solimoes 
 So Alegria;Rio Negro E Solimoes 
 Vida De Cao;Rio Negro E Solimoes 
 Agora So Falta Voce;Rita Lee 
 Amor E Sexo;Rita Lee 
 Balada Do Louco;Rita Lee 
 Banho De Espuma;Rita Lee 
 Bwana;Rita Lee 
 Caso Serio;Rita Lee 
 Desculpe O Aue;Rita Lee 
 Doce Vampiro;Rita Lee 
 Flagra;Rita Lee 
 Jardins Da Babilonia;Rita Lee 
 Lanca Perfume;Rita Lee 
 Mania De Voce;Rita Lee 
 Miss Brasil 2000;Rita Lee 
 Nem Luxo Nem Lixo;Rita Lee 
 On The Rocks;Rita Lee 
 Ovelha Negra;Rita Lee 
 Reza;Rita Lee 
 A Vida Tem Dessas Coisas;Ritchie 
 Menina Veneno;Ritchie 
 Pelo Interfone Versao Cowtry;Ritchie 
 Transas;Ritchie 
 Como E Que Faz;Rob Nunes E Mc Jerry 
 Linda;Roberio E Seus Teclados 
 Volta Amor;Roberio E Seus Teclados 
 Minha Felicidade;Roberta Campos 
 A Mulher Em Mim;Roberta Miranda 
 Duas Tacas;Roberta Miranda 
 Meu Dengo;Roberta Miranda 
 Meus Momentos;Roberta Miranda 
 Sao Tantas As Coisas;Roberta Miranda 
 So Nos Dois;Roberta Miranda 
 Sol Da Minha Vida;Roberta Miranda 
 Tinha Que Acontecer;Roberta Miranda 
 Os Tempos Mudaram;Roberta Miranda E Marilia Mendonca 
 Pavilhao De Espelhos;Roberta Sa 
 120 150 200 Km Por Hora;Roberto Carlos 
 A Distancia;Roberto Carlos 
 A Garota Do Baile;Roberto Carlos 
 A Guerra Dos Meninos;Roberto Carlos 
 A Janela;Roberto Carlos 
 A Menina E O Poeta;Roberto Carlos 
 A Montanha;Roberto Carlos 
 A Palavra Adeus;Roberto Carlos 
 Abandono;Roberto Carlos 
 Abrazame Asi;Roberto Carlos 
 Aceito Seu Coracao;Roberto Carlos 
 Aleluia;Roberto Carlos 
 Amada Amante;Roberto Carlos 
 Amante A Moda Antiga;Roberto Carlos 
 Amazonia;Roberto Carlos 
 Amor Sem Limites;Roberto Carlos 
 Aquela Casa Simples;Roberto Carlos 
 Aquele Beijo Que Te Dei;Roberto Carlos 
 As Baleias;Roberto Carlos 
 As Cancoes Que Voce Fez Pra Mim;Roberto Carlos 
 As Flores Do Jardim Da Nossa Casa;Roberto Carlos 
 Cafe Da Manha;Roberto Carlos 
 Caminhoneiro;Roberto Carlos 
 Canzone Per Te;Roberto Carlos 
 Cartas De Amor;Roberto Carlos 
 Cavalgada;Roberto Carlos 
 Coimbra;Roberto Carlos 
 Coisa Bonita;Roberto Carlos 
 Comandante Do Seu Coracao;Roberto Carlos 
 Como Dois E Dois;Roberto Carlos 
 Como E Grande O Meu Amor;Roberto Carlos 
 De Coracao Pra Coracao;Roberto Carlos 
 De Que Vale Tudo Isso;Roberto Carlos 
 De Tanto Amor;Roberto Carlos 
 Debaixo Dos Caracois;Roberto Carlos 
 Desabafo;Roberto Carlos 
 Despedida;Roberto Carlos 
 Detalhes;Roberto Carlos 
 E Meu E Meu E Meu;Roberto Carlos 
 E Papo Firme;Roberto Carlos 
 E Que Tudo Va Tudo Pro Inferno;Roberto Carlos 
 Ele Esta Pra Chegar;Roberto Carlos 
 Emocoes;Roberto Carlos 
 Escreva Uma Carta Meu Amor;Roberto Carlos 
 Esse Cara Sou Eu;Roberto Carlos 
 Eu Daria A Minha Vida;Roberto Carlos 
 Eu Disse Adeus;Roberto Carlos 
 Eu Nao Vou Mais Deixar Voce Tao So;Roberto Carlos 
 Eu Quero Apenas;Roberto Carlos 
 Eu Quero Ter Um Milhao De Amigos;Roberto Carlos 
 Eu Sou Terrivel;Roberto Carlos 
 Eu Te Amo;Roberto Carlos 
 Eu Te Amo Te Amo;Roberto Carlos 
 Falando Serio;Roberto Carlos 
 Fe;Roberto Carlos 
 Folhas De Outono;Roberto Carlos 
 Forca Estranha;Roberto Carlos 
 Furduncio;Roberto Carlos 
 Gosto Do Jeitinho Dela;Roberto Carlos 
 Historia De Um Homem Mau;Roberto Carlos 
 Ilegal Imoral Ou Engorda;Roberto Carlos 
 Jesus Cristo;Roberto Carlos 
 Jogo De Damas;Roberto Carlos 
 Lady Laura;Roberto Carlos 
 Luz Divina;Roberto Carlos 
 Meu Pequeno Cachoeiro;Roberto Carlos 
 Meu Querido Meu Velho Meu Amigo;Roberto Carlos 
 Mexericos Da Candinha;Roberto Carlos 
 Mulher De 40;Roberto Carlos 
 Mulher Pequena;Roberto Carlos 
 Musica Suave;Roberto Carlos 
 Namoradinha De Um Amigo Meu;Roberto Carlos 
 Nao Adianta;Roberto Carlos 
 Nao Precisa Chorar;Roberto Carlos 
 Nao Quero Ver Voce Tao Triste;Roberto Carlos 
 Nao Se Esqueca De Mim;Roberto Carlos 
 Negro Gato;Roberto Carlos 
 O Amor E A Moda;Roberto Carlos 
 O Amor E Mais;Roberto Carlos 
 O Cadillac;Roberto Carlos 
 O Careta;Roberto Carlos 
 O Concavo E O Convexo;Roberto Carlos 
 O Homem;Roberto Carlos 
 O Moco Velho;Roberto Carlos 
 O Portao;Roberto Carlos 
 O Progresso;Roberto Carlos 
 O Show Ja Terminou;Roberto Carlos 
 O Velho Caminhoneiro;Roberto Carlos 
 Os Seus Botoes;Roberto Carlos 
 Outra Vez;Roberto Carlos 
 Parei Na Contra Mao;Roberto Carlos 
 Pega Ladrao;Roberto Carlos 
 Pensamentos;Roberto Carlos 
 Por Isso Corro Demais;Roberto Carlos 
 Preciso Chamar Tua Atencao;Roberto Carlos 
 Quando;Roberto Carlos 
 Quando Digo Que Te Amo;Roberto Carlos 
 Quero Me Casar Contigo;Roberto Carlos 
 Rotina;Roberto Carlos 
 Se Eu Partir;Roberto Carlos 
 Se Voce Pensa;Roberto Carlos 
 Splish Splash;Roberto Carlos 
 Sua Estupidez;Roberto Carlos 
 Ternura;Roberto Carlos 
 Todas As Manhas;Roberto Carlos 
 Todos Estao Surdos;Roberto Carlos 
 Traumas;Roberto Carlos 
 Tudo Que Sonhei;Roberto Carlos 
 Vivendo Por Viver;Roberto Carlos 
 Voce Ja Me Esqueceu;Roberto Carlos 
 Voce Nao Sabe;Roberto Carlos 
 Voce Nao Serve Pra Mim;Roberto Carlos 
 Se Voce Quiser;Roberto Carlos E Fafa De Belem 
 Chegaste;Roberto Carlos E Jenifer Lopes 
 Pra Sempre Vou Te Amar;Robinson Monteiro 
 Se Tu Quiseres Crer;Robinson Monteiro 
 Chefe Eh Chefe Ne Pai;Romim Mata 
 Rua Augusta;Ronnie Cord 
 So Eu E Voce;Ronnie Cord 
 A Praca;Ronnie Von 
 Cachoeira;Ronnie Von 
 Cavaleiro De Aruanda;Ronnie Von 
 Comecei Uma Brincadeira;Ronnie Von 
 E So Amor;Ronnie Von 
 Meu Pranto A Deslizar;Ronnie Von 
 Musica Pra Ver A Garota Passar;Ronnie Von 
 O Carpinteiro;Ronnie Von 
 Pequeno Principe;Ronnie Von 
 Tranquei A Vida;Ronnie Von 
 Custe O Que Custar;Rosana 
 Nem Um Toque;Rosana 
 O Amor E O Poder;Rosana 
 A Vitoria E Para Quem Crer;Rose Nascimento 
 Estou De Pe;Rose Nascimento 
 Fiel Toda A Vida;Rose Nascimento 
 Nao Ceda;Rose Nascimento 
 No Silencio;Rose Nascimento 
 Tente Um Pouco Mais;Rose Nascimento 
 Beijo Molhado;Rouge 
 Brilla La Luna;Rouge 
 Eu Quero Acreditar;Rouge 
 Ragatanga;Rouge 
 Um Anjo Veio Me Falar;Rouge 
 Vem, Habib (Wala Wala);Rouge 
 Nunca Deixe De Sonhar;Rouge E Klb 
 A Flor Da Pele;Roupa Nova 
 A Forca Do Amor;Roupa Nova 
 A Lenda;Roupa Nova 
 A Paz;Roupa Nova 
 A Viagem;Roupa Nova 
 Amar E;Roupa Nova 
 Bem Maior;Roupa Nova 
 Bem Simples;Roupa Nova 
 Cancao De Verao;Roupa Nova 
 Clarear;Roupa Nova 
 Comeco Meio E Fim;Roupa Nova 
 Coracao Pirata;Roupa Nova 
 Deixa O Amor Acontecer;Roupa Nova 
 Dona;Roupa Nova 
 Linda Demais;Roupa Nova 
 Meu Universo E Voce;Roupa Nova 
 Sapato Velho;Roupa Nova 
 Seguindo Num Trem Azul;Roupa Nova 
 Show De Rock Roll;Roupa Nova 
 Timida;Roupa Nova 
 Volta Pra Mim;Roupa Nova 
 Whisky A Go Go;Roupa Nova 
 Coracao Feito Menino;Royce Do Cavaco 
 A Cruz E A Espada;Rpm 
 Alvorada Voraz;Rpm 
 Loiras Gelada;Rpm 
 London London;Rpm 
 Olhar 43;Rpm 
 Radio Pirata;Rpm 
 Revolucao Por Minuto;Rpm 
 Nunca Me Esqueci De Ti;Rui Veloso 
 Atras Poeira;Sa E Guarabira 
 Roque Santeiro;Sa E Guarabira 
 Sobradinho;Sa E Guarabira 
 Lapada Na Rachada;Saia Rodada 
 Quero Sentir De Novo;Saia Rodada E Breno E Caio Cesar 
 Forro Perfeito;Samara 
 I Feel Good;Sambo 
 Voce Abusou;Sambo 
 A Verdadeira Paixao;Sampa Crew 
 Amor Amigo;Sampa Crew 
 Amor Virtual;Sampa Crew 
 Coracao Te Acalma;Sampa Crew 
 Deixa Eu Ser Seu Anjo;Sampa Crew 
 Dessa Zez;Sampa Crew 
 Distancia;Sampa Crew 
 Em Meus Sonhos;Sampa Crew 
 Eterno Amor;Sampa Crew 
 Eu Nasci Pra Te Amar;Sampa Crew 
 Me De Uma Chance;Sampa Crew 
 Me Dominar;Sampa Crew 
 Mesmo Assim;Sampa Crew 
 Ninguem;Sampa Crew 
 O Anjo E A Flor;Sampa Crew 
 O Teu Beijo Me Pegou;Sampa Crew 
 Quero Ficar Com Voce;Sampa Crew 
 Razao De Viver;Sampa Crew 
 Se Me Lembro Faz Doer;Sampa Crew 
 Sei Que Ainda Te Amo;Sampa Crew 
 Um Conselho Pra Voce;Sampa Crew 
 Vem Que Vai Ser Bom;Sampa Crew 
 Voce Perto De Mim;Sampa Crew 
 Vou Ate O Fim;Sampa Crew 
 Bye Bye Tristeza;Sandra De Sa 
 Joga Fora;Sandra De Sa 
 Olhos Coloridos;Sandra De Sa 
 Retratos E Cancoes;Sandra De Sa 
 Sol De Verao;Sandra De Sa 
 Sozinha;Sandra De Sa 
 Pra Me Refazer;Sandy E Anavitoria 
 Vivo Por Ela;Sandy E Andrea Bocelli 
 Aprender A Amar;Sandy E Junior 
 Com Voce;Sandy E Junior 
 Desperdicou;Sandy E Junior 
 Eu Acho Que Pirei;Sandy E Junior 
 Imortal;Sandy E Junior 
 Inesquecivel;Sandy E Junior 
 Olha O Que O Amor Faz;Sandy E Junior 
 Sua Estrela Sou Eu;Sandy E Junior 
 Super Heroi;Sandy E Junior 
 Vai Ter Que Rebolar;Sandy E Junior 
 Me Espera;Sandy E Tiago Iorc 
 Pes Cansados;Sandy Leah 
 Circulou;Saulo 
 Danse Macabre;Scalene 
 Surreal;Scalene 
 O Patrao Nosso De Cada Dia;Secos E Molhados 
 O Vira;Secos E Molhados 
 Eu Sou Free;Sempre Livre 
 Oya;Sensacao 
 Olaria De Deus;Sergio Marques E Marquinhos 
 Tem Que Esperar;Sergio Marques E Marquinhos 
 Boiadeiro Errante;Sergio Reis 
 Chico Mineiro;Sergio Reis 
 Comitiva Esperanca;Sergio Reis 
 Coracao De Papel;Sergio Reis 
 Filho Adotivo;Sergio Reis 
 Menino Da Porteira;Sergio Reis 
 O Joao De Barro;Sergio Reis 
 O Menino Da Gaita;Sergio Reis 
 O Rio De Piracicaba;Sergio Reis 
 Panela Velha;Sergio Reis 
 Pinga Ni Mim;Sergio Reis 
 Voce Vai Gostar La No Pe Da Serra;Sergio Reis 
 A Doida;Seu Jorge 
 Alma De Guerreiro;Seu Jorge 
 Amiga Da Minha Mulher;Seu Jorge 
 Burguesinha;Seu Jorge 
 Mina Do Condominio;Seu Jorge 
 Tive Razao;Seu Jorge 
 Este Deus E Demais;Shirley Carvalhaes 
 Ha Uma Saida;Shirley Carvalhaes 
 A Moca;Sidney Magal 
 Amante Latino;Sidney Magal 
 Me Chama Que Eu Vou;Sidney Magal 
 O Meu Sangue Ferve Por Voce;Sidney Magal 
 Sandra Rosa Madalena;Sidney Magal 
 Tenho;Sidney Magal 
 Seu Policia;Silvanno Salles 
 Cabelos brancos;Silvio Caldas 
 Chao De Estrelas;Silvio Caldas 
 Pistao de gafieira;Silvio Caldas 
 Pra Voce Eu Guardei;Silvio Cesar 
 Alma;Simone 
 Cordilheira;Simone 
 Depois Das Dez;Simone 
 Entao E Natal;Simone 
 Jura Secreta;Simone 
 126 Cabides;Simone E Simaria 
 Chora Boy;Simone E Simaria 
 De Tudo;Simone E Simaria 
 Duvido Voce Nao Tomar Uma;Simone E Simaria 
 Eu Te Esperarei;Simone E Simaria 
 Fica Com Essa Bandida;Simone E Simaria 
 Mentira Estampada Na Cara;Simone E Simaria 
 Meu Violao E O Nosso Cachorro;Simone E Simaria 
 Nao Vou Mais Atras De Voce;Simone E Simaria 
 Perdeu;Simone E Simaria 
 Quando O Mel Eh Bom;Simone E Simaria 
 Quero Quero;Simone E Simaria 
 Regime Fechado;Simone E Simaria 
 Ta Dodoi Onde Doi;Simone E Simaria 
 Um Em Um Milhao;Simone E Simaria 
 Voce Eh Muito Mala;Simone E Simaria 
 Paga De Solteiro;Simone E Simaria E Alok 
 Paga de Solteiro Feliz;Simone E Simaria E Alok 
 Loka;Simone E Simaria E Anitta 
 So Da Nos Dois;Simone E Simaria E Gabriel Diniz 
 Amor Mal Resolvido;Simone E Simaria E Jorge E Mateus 
 Acima Do Sol;Skank 
 Ainda Gosto Dela;Skank 
 Balada Do Amor Inabalavel;Skank 
 Beleza Pura;Skank 
 Cancao Noturna;Skank 
 Dois Rios;Skank 
 E Proibido Fumar;Skank 
 E Uma Partida De Futebol;Skank 
 Ela Me Deixou Suave;Skank 
 Esmola;Skank 
 Esquecimento;Skank 
 Fica;Skank 
 Garota Nacional;Skank 
 Jackie Tequila;Skank 
 Mandrake E Os Cubanos;Skank 
 Mil Acasos;Skank 
 Noite De Um Verao Qualquer;Skank 
 Pacato Cidadao;Skank 
 Resposta;Skank 
 Saideira;Skank 
 Sutilmente;Skank 
 Tao Seu;Skank 
 Te Ver;Skank 
 Tres Lados;Skank 
 Uma Cancao E Pra Isso;Skank 
 Vou Deixar;Skank 
 A Rede;So Pra Contrariar 
 Amor Verdadeiro;So Pra Contrariar 
 Doi Demais;So Pra Contrariar 
 Domingo;So Pra Contrariar 
 Essa Tal Liberdade;So Pra Contrariar 
 Interfone;So Pra Contrariar 
 Me Perdoa;So Pra Contrariar 
 Mineirinho;So Pra Contrariar 
 Minha Fantasia;So Pra Contrariar 
 Minha Metade;So Pra Contrariar 
 Nosso Sonho Nao E Ilusao;So Pra Contrariar 
 O Amor Voce E Eu;So Pra Contrariar 
 Out Door Bom Demais;So Pra Contrariar 
 Pecado Capital;So Pra Contrariar 
 Que Se Chama Amor;So Pra Contrariar 
 Sai Da Minha Aba;So Pra Contrariar 
 Tao So;So Pra Contrariar 
 Teu Olhar;So Pra Contrariar 
 Tributo Aos Mamonas Assassinas;So Pra Contrariar 
 Voce Virou Saudade;So Pra Contrariar 
 Nao Tao Menos Semelheante;So Preto Sem Preconceito 
 Outra Viagem;So Preto Sem Preconceito 
 Se E Pra Gente Ficar;Solange Almeida E Wesley Safadao 
 Se Repete A Cena;Solteiroes Do Forro E Gusttavo Lima 
 Quao Grande Eh O Meu Deus;Soraya Moraes 
 1 Metro E 65;Sorriso Maroto 
 Aguas Passadas;Sorriso Maroto 
 Ainda Existe Amor Em Nos;Sorriso Maroto 
 Brigas Por Nada;Sorriso Maroto 
 Chave E Cadeado;Sorriso Maroto 
 Dependente;Sorriso Maroto 
 Disfarca;Sorriso Maroto 
 Diz Que Quer Ficar;Sorriso Maroto 
 E Agora Nos;Sorriso Maroto 
 Encaixe Perfeito;Sorriso Maroto 
 Engano;Sorriso Maroto 
 Estrela Maior;Sorriso Maroto 
 Eu Ja Te Quis Um Dia;Sorriso Maroto 
 Eu Vacilei;Sorriso Maroto 
 Faz Assim;Sorriso Maroto 
 Fica Combinado;Sorriso Maroto 
 Fofinha Delicia;Sorriso Maroto 
 Futuro Prometido;Sorriso Maroto 
 Instigante;Sorriso Maroto 
 Loucura Do Seu Coracao;Sorriso Maroto 
 Lua De Mel;Sorriso Maroto 
 Meu Adeus;Sorriso Maroto 
 Meu Sonho E Voce;Sorriso Maroto 
 Nao Mereco Ser Amante;Sorriso Maroto 
 Nao Tem Perdao;Sorriso Maroto 
 O Que Tinha Que Dar;Sorriso Maroto 
 Por Que?;Sorriso Maroto 
 Pra Sempre;Sorriso Maroto 
 Ta Bom Aham;Sorriso Maroto 
 Tenho Medo;Sorriso Maroto 
 Vai E Chora;Sorriso Maroto 
 Mais Facil;Sorriso Maroto E Brian Mcknight 
 Antes De Dizer Adeus;Soweto 
 Buzios E Taro;Soweto 
 Dere;Soweto 
 Momentos;Soweto 
 Nao Foi A Toa;Soweto 
 Vento Dos Areais;Soweto 
 Com O Pe Na Estrada;Sula Miranda 
 Amianto;Supercombo 
 Universo Do Teu Corpo;Taiguara 
 Se Quiser;Tania Mara 
 Boladona;Tati Quebra Barraco 
 Som De Preto;Tati Quebra Barraco 
 Atoladinha;Tati Quebra Barraco E Bola De Fogo 
 Bumbum Que Balanca;Tati Zaqui 
 Ta Na Sofrencia;Tayrone Cigano 
 Danca Da Maozinha;Tchacabum 
 Explosao;Tchacabum 
 Tesouro Do Pirata;Tchakabum 
 Ajoelha E Chora;Tche Garotos 
 Cachorro Perigoso;Tche Garotos 
 Fazendo Coisa Boa;Tche Garotos 
 Vem Me Dengar;Tche Garotos 
 A Gaita Velha Do Seu Ary;Teixeirinha 
 A Volta Do Tordilho Negro;Teixeirinha 
 Cobra Sucuri;Teixeirinha 
