Title;Artist
 Traicao A Queima Roupa;Cristiano Araujo E Jads E Jadson 
 Ultima Dose;Cristiano Araujo E Joao Neto E Frederico 
 Efeitos;Cristiano Araujo E Jorge 
 Mesmo Longe;Cristiano Araujo E Nando Moreno 
 A Mao Do Mestre;Cristina Mel 
 Ao Pastor Com Carinho;Cristina Mel 
 Fe Em Deus;Cristina Mel 
 Grandioso Es Tu;Cristina Mel 
 Lado A Lado;Cristina Mel 
 Mae;Cristina Mel 
 Me Levantou Jesus;Cristina Mel 
 Muda O Meu Coracao;Cristina Mel 
 Vem Com Peso Da Tua Gloria;Cristina Mel 
 Clima De Rodeio;Dallas Company 
 Espelhos D Agua;Dalto 
 Muito Estranho;Dalto 
 Pessoa;Dalto 
 Agora Ou Nunca;Dalvan 
 Rastro Na Areia;Dalvan 
 Te Amo, Te Amo, Te Amo;Dalvan 
 Tributo A Um Amigo;Dalvan 
 A Dracma E O Seu Dono;Damares 
 Batalha Do Arcanjo;Damares 
 Consolador;Damares 
 Na Mesa Do Rei;Damares 
 O Maior Trofeu;Damares 
 O Meu Maior Trofeu;Damares 
 Sabor De Mel;Damares 
 Sacrificio E Adoracao;Damares 
 Um Novo Vencedor;Damares 
 A Melhor Do Baile;Dani Russo 
 A Jiripoca Vai Piar;Daniel 
 Adoro Amar Voce;Daniel 
 Amiga;Daniel 
 Amo Amar Voce;Daniel 
 Ao Meu Lado Outra Vez;Daniel 
 Bica Dagua;Daniel 
 Cheiro De Relva;Daniel 
 Chora Viola E Caminheiro;Daniel 
 Couro De Boi;Daniel 
 Da-Me-Da-Me;Daniel 
 Declaracao De Amor;Daniel 
 Desatino;Daniel 
 Dificil Nao Falar De Amor;Daniel 
 E Agora;Daniel 
 Fale Um Pouco De Voce;Daniel 
 Fazenda Sao Francisco;Daniel 
 Fogo De Amor;Daniel 
 Hoje Eu Sei;Daniel 
 Jogado Na Rua;Daniel 
 Loira Do Carro Branco;Daniel 
 Machuca Eu;Daniel 
 Mala Amarela;Daniel 
 Maravida;Daniel 
 Meu Mundo E Nada Mais;Daniel 
 Meu Reino Encantado;Daniel 
 Mundo Velho;Daniel 
 Os Amantes;Daniel 
 Pode Passar O Rodo;Daniel 
 Poeira Da Estrada;Daniel 
 Pra Falar A Verdade;Daniel 
 Prato Do Dia;Daniel 
 Quando Acaba Uma Paixao;Daniel 
 Quando O Coracao Se Apaixona;Daniel 
 Que Era Eu;Daniel 
 Quem Diria Heim;Daniel 
 Seus Beijos;Daniel 
 Show De Bola;Daniel 
 Sombra Boa E Agua Fresca;Daniel 
 Tampa Da Panela;Daniel 
 Tantinho;Daniel 
 Te Amo Cada Vez Mais;Daniel 
 Um Beijo Pra Me Enlouquecer;Daniel 
 Vai Dar Samba;Daniel 
 Vida Minha;Daniel 
 Coracao De Osso;Daniel Diau E Pablo 
 Santo De Todo Dia;Daniel E Samuel 
 Viuva Sem Nada;Daniel E Samuel 
 Abril;Daniela Araujo 
 Criador Do Mundo;Daniela Araujo 
 De Deus;Daniela Araujo 
 Dono Dos Meus Dias;Daniela Araujo 
 Entrega;Daniela Araujo 
 Guia Me;Daniela Araujo 
 Imensuravel;Daniela Araujo 
 Jugo Suave;Daniela Araujo 
 Junho;Daniela Araujo 
 Liberdade;Daniela Araujo 
 Santuario;Daniela Araujo 
 Um Servo;Daniela Araujo 
 Volta;Daniela Araujo 
 A Primeira Vista;Daniela Mercury 
 Foi Assim;Daniela Mercury 
 Musica De Rua;Daniela Mercury 
 Mutante;Daniela Mercury 
 Nobre Vagabundo;Daniela Mercury 
 O Canto Da Cidade;Daniela Mercury 
 Rapunzel;Daniela Mercury 
 Swing Da Cor;Daniela Mercury 
 Deus Tu Es Santo;Danielle Cristina 
 E So Adorar;Danielle Cristina 
 Fidelidade;Danielle Cristina 
 Intimidade;Danielle Cristina 
 Projeto Santo;Danielle Cristina 
 Temporal De Deus;Danielle Cristina 
 Venca A Prova;Danielle Cristina 
 Mar De Saudade;Danilo Reis E Rafael 
 Som De Peao;Danilo Reis E Rafael 
 Coisas Que Eu Sei;Danni Carlos 
 Confiarei;Davi Sacer 
 Essencia;Davi Sacer 
 Venha O Teu Reino;Davi Sacer 
 Abraca Me;David Quinlan 
 Poderoso Deus;David Quinlan 
 Ate Ex Duvida;Day E Lara E Maiara E Maraisa 
 Sem Ar;Dblack 
 1 Minuto;Dblack E Nega Li 
 A Luz Que Acende O Olhar;Deborah Blando 
 A Maca;Deborah Blando 
 Innocence;Deborah Blando 
 Somente O Sol;Deborah Blando 
 Unicamente;Deborah Blando 
 Que Ele Cresca;Deigma Marques 
 Deus E Deus;Delino Marcal 
 Sonhe Grande;Delino Marcal 
 Ritmo Da Chuva;Demetrius 
 Samba Do Arnesto;Demonios Da Garoa 
 Saudosa Maloca;Demonios Da Garoa 
 Sua Linda;Denner Ferrari E Lucas Lucco 
 Um Brinde;Dennis E Marilia Mendonca E Maiara E Maraisa 
 O Amanha;Detonautas 
 O Dia Que Nao Terminou;Detonautas 
 Olhos Certos;Detonautas 
 Outro Lugar;Detonautas 
 Quando O Sol Se For;Detonautas 
 Voce Me Faz Tao Bem;Detonautas 
 Alo Dono Do Bar;Devinho Novaes 
 Apelido Carinhoso;Devinho Novaes 
 Como A Culpa E Minha;Devinho Novaes 
 Contrato Vitalicio;Devinho Novaes 
 Mexeu Comigo;Devinho Novaes 
 Mil Vidas;Devinho Novaes 
 Moca Do Espelho;Devinho Novaes 
 Nao Deixo Nao;Devinho Novaes 
 Nessas Horas;Devinho Novaes 
 O Mundo Girou;Devinho Novaes 
 Oi;Devinho Novaes 
 Refem;Devinho Novaes 
 Coracao Blindado;Devinho Novaes E Marilia Mendonca 
 Estrelinha;Di Paullo E Paulino E Marilia Mendonca 
 Cai Sereno Cai;Di Paulo E Paulinho 
 Amor De Primavera;Di Paulo E Paulino 
 Bate Nesse Peito Meu;Di Paulo E Paulino 
 Nada Mudou;Di Paulo E Paulino 
 O Que Que Eu Sou Sem Voce;Di Paulo E Paulino 
 To Por Ai;Di Paulo E Paulino 
 Foi Tudo Culpa Do Amor;Diana 
 Aguas Purificadoras;Diante Do Trono 
 Cancao Do Apocalipse;Diante Do Trono 
 Esperanca;Diante Do Trono 
 Hosana;Diante Do Trono 
 Preciso De Ti;Diante Do Trono 
 Seja O Centro;Diante Do Trono 
 Te Agradeco;Diante Do Trono 
 Marina;Dick Farney 
 Sofri Em Dobro;Diego E Arnaldo 
 Pega A Senha;Diego E Diogo 
 Sem Contraindicacao;Diego E Victor Hugo E Bruno E Marrone 
 O Alvo;Diego E Victor Hugo E Henrique E Juliano 
 Cansei De Farra;Dilsinho 
 Doze Horas;Dilsinho 
 Trovao;Dilsinho 
 Ioio;Dilsinho E Ivete Sangalo 
 Cavalo Preto;Dino Franco E Mourai 
 Espelho;Diogo Nogueira 
 Malandro Eh Malandro Mane Eh Mane;Diogo Nogueira 
 No Na Madeira;Diogo Nogueira 
 Poder Da Criacao;Diogo Nogueira 
 A Ilha;Djavan 
 Acai;Djavan 
 Alibi;Djavan 
 Azul;Djavan 
 Boa Noite;Djavan 
 Correnteza;Djavan 
 Esquinas;Djavan 
 Eu Te Devoro;Djavan 
 Faltando Um Pedaco;Djavan 
 Fato Consumado;Djavan 
 Flor De Liz;Djavan 
 Lilas;Djavan 
 Linha Do Equador;Djavan 
 Meu Bem Querer;Djavan 
 Nem Um Dia;Djavan 
 Outono;Djavan 
 Petala;Djavan 
 Samurai;Djavan 
 Se;Djavan 
 Sina;Djavan 
 Sorri;Djavan 
 Um Amor Puro;Djavan 
 Misterios;Djavan E Boca Livre 
 Essencia Da Adoracao;Dn1 
 O Telefone Do Ceu;Dn1 
 A Noite Do Meu Bem;Dolores Duran 
 Eu So Quero Um Xodo;Dominguinhos 
 Isso Aqui Ta Bom Demais;Dominguinhos 
 Quem Me Levara Sou Eu;Dominguinhos 
 Com Todos Menos Comigo;Domino 
 Companheiro;Domino 
 Manequim;Domino 
 Galopeira;Donizette 
 Serao Extra;Dr Silvana E Cia 
 A Grande Familia;Dudu Nobre 
 No Mexe Mexe, No Bole Bole;Dudu Nobre 
 Tempo De Dondon;Dudu Nobre 
 Espinheira;Duduca E Dalvan 
 Rastros Na Areia;Duduca E Dalvan 
 Castelo De Amor;Durval E Davi 
 A Nova Loira Do Tchan;E O Tchan 
 Bambole;E O Tchan 
 Brincadeira Da Tomada;E O Tchan 
 Danca Da Cordinha;E O Tchan 
 Danca Do Bumbum;E O Tchan 
 Danca Do Poe Poe;E O Tchan 
 Fissura;E O Tchan 
 Na Boquinha Da Garrafa;E O Tchan 
 Paquerei;E O Tchan 
 Segure O Tchan;E O Tchan 
 Tchan Na Selva;E O Tchan 
 Colombina;Ed Motta 
 Fora Da Lei;Ed Motta 
 Manuel;Ed Motta 
 Nascente;Ed Motta 
 Tem Espaco Na Van;Ed Motta 
 Vamos Dancar;Ed Motta 
 Pavao Misterioso;Ednardo 
 A Forca Da Paixao;Edson E Hudson 
 Abre A Janela;Edson E Hudson 
 Assovia;Edson E Hudson 
 Cervejaria;Edson E Hudson 
 Chocolate Com Pimenta;Edson E Hudson 
 Ciume Exagerado;Edson E Hudson 
 Comendo File;Edson E Hudson 
 Dizem Que Eu Mudei;Edson E Hudson 
 E Amor Demais;Edson E Hudson 
 Ela Encasquetou;Edson E Hudson 
 Escandalo De Amor;Edson E Hudson 
 Esqueca Que Eu Te Amo;Edson E Hudson 
 Eu Nao Sei Dizer Que Eu Nao Te Amo;Edson E Hudson 
 Eu Quero Mais;Edson E Hudson 
 Fala;Edson E Hudson 
 Festa Louca;Edson E Hudson 
 Foi Voce Quem Trouxe;Edson E Hudson 
 Galera Coracao;Edson E Hudson 
 Guarda;Edson E Hudson 
 Hei Voce Ai;Edson E Hudson 
 Jura;Edson E Hudson 
 Me Bate Me Xinga;Edson E Hudson 
 Mil Razoes Para Chorar;Edson E Hudson 
 Mulher Cerveja E Viola;Edson E Hudson 
 Nao Tem Dia Nao Tem Hora;Edson E Hudson 
 Nasci Pra Te Amar Demais;Edson E Hudson 
 O Bicho Vai Pegar;Edson E Hudson 
 O Caldeirao Vai Ferver;Edson E Hudson 
 Ou Nao;Edson E Hudson 
 Porta Retrato;Edson E Hudson 
 Quer Namorar Comigo;Edson E Hudson 
 Rabo De Saia;Edson E Hudson 
 Sapateia Galera;Edson E Hudson 
 Solte A Garganta + O Bicho Vai Pegar;Edson E Hudson 
 Somos Assim;Edson E Hudson 
 Ta No Meu Coracao;Edson E Hudson 
 Te Quero Pra Mim;Edson E Hudson 
 Uma Lagrima No Olhar;Edson E Hudson 
 Contagem Regressiva;Edson E Hudson E Bruno E Marrone 
 Nao Sei Dizer Que Nao Te Amo;Edson E Hudson E Kenny Rogers 
 Ponteio;Edu Lobo 
 O Bom;Eduardo Araujo 
 A Carta;Eduardo Costa 
 Acabou O Amor;Eduardo Costa 
 Amor De Violeiro;Eduardo Costa 
 Amores Imortais;Eduardo Costa 
 Anjo Protetor;Eduardo Costa 
 Cachaceiro;Eduardo Costa 
 Comecar De Novo;Eduardo Costa 
 Coracao Aberto;Eduardo Costa 
 Coracao Da Patria;Eduardo Costa 
 Enamorado;Eduardo Costa 
 Eu Aposto;Eduardo Costa 
 Eu Duvido;Eduardo Costa 
 Eu Quero Esse Amor;Eduardo Costa 
 Eu Quero Te Amar;Eduardo Costa 
 Feito Tatuagem;Eduardo Costa 
 Forro E Paixao;Eduardo Costa 
 Louco Coracao;Eduardo Costa 
 Melhor Ou Pior;Eduardo Costa 
 Na Saideira;Eduardo Costa 
 Nao Valeu Pra Voce;Eduardo Costa 
 Olha Ela Ai;Eduardo Costa 
 Os Dez Mandamentos Do Amor;Eduardo Costa 
 Primeiro De Abril;Eduardo Costa 
 Pronto Falei;Eduardo Costa 
 Sapequinha;Eduardo Costa 
 Sem Ela Meu Lado;Eduardo Costa 
 Um Louco;Eduardo Costa 
 Como Eu Chorei;Eduardo Costa E Leonardo 
 Ultimo Adeus;Eduardo Costa E Leonardo 
 Um Degrau Na Escada;Eduardo Costa E Leonardo 
 Meu Grito De Amor;Eduardo Costa E Paula Fernandes 
 Aventura;Eduardo Dusek 
 Barrados No Baile;Eduardo Dusek 
 Domestica;Eduardo Dusek 
 Nostradamus;Eduardo Dusek 
 Rock Da Cachorra;Eduardo Dusek 
 Mudar Pra Que;Edy Britto E Samuel 
 Ponto G;Edy Britto E Samuel 
 Homem Chora Sim;Edy Britto E Samuel E Gusttavo Lima 
 Somos A Igreja;Elaine De Jesus 
 Rompendo;Elaine Martins 
 Santificacao;Elaine Martins 
 Volte A Sonhar;Elaine Martins 
 Banho De Cheiro;Elba Ramalho 
 Bate Coracao;Elba Ramalho 
 De Volta Pro Aconchego;Elba Ramalho 
 Me Ajude A Melhorar;Eli Soares 
 A Guerra De Josafa;Elia Oliveira 
 E Ele;Elia Oliveira 
 Gideao E Os Trezentos;Elia Oliveira 
 O Sobrenatural;Elia Oliveira 
 Santidade;Elia Oliveira 
 Vencendo De Pe;Elia Oliveira 
 Ao Mestre Com Carinho;Eliana 
 Volta Pra Ela;Eliana De Lima 
 Vou Te Esperar;Eliane Do Forro 
 Ponta De Lapis;Eliezer Setton 
 Alo Alo Marciano;Elis Regina 
 Atras Da Porta;Elis Regina 
 Calcanhar De Aquiles;Elis Regina 
 Casa No Campo;Elis Regina 
 Como Nossos Pais;Elis Regina 
 Dois Pra La E Dois Pra Ca;Elis Regina 
 Fascinacao;Elis Regina 
 Folhas Secas;Elis Regina 
 Gracias A La Vida;Elis Regina 
 Inutil Paisagem;Elis Regina 
 Madalena;Elis Regina 
 O Bebado E A Equilibrista;Elis Regina 
 Redescobrir;Elis Regina 
 Upa Neguinho;Elis Regina 
 Velha Roupa Colorida;Elis Regina 
 Aguas De Marco;Elis Regina E Tom Jobim 
 Talisma;Elson 
 Dez A Dez;Elymar Santos 
 Escancarando De Vez;Elymar Santos 
 Eu Bebo Sim;Elza Soares 
 Seu Templo Sou Eu;Emerson Pinheiro 
 Quer Saber;Emicida 
 Triunfo;Emicida 
 Chora Carolina;Emilio E Eduardo 
 Um Sonho Com Tiao Carreiro;Emilio E Eduardo E Joao Carreiro E Capataz 
 A Saudade Mata A Gente;Emilio Santiago 
 Anos Dourados;Emilio Santiago 
 Bateu Pra Tras;Emilio Santiago 
 Beija Flor;Emilio Santiago 
 Coisas Da Paixao;Emilio Santiago 
 Dias De Lua;Emilio Santiago 
 Dores De Amores;Emilio Santiago 
 E Vamos A Luta;Emilio Santiago 
 Eclipse;Emilio Santiago 
 Essa Fase Do Amor;Emilio Santiago 
 Flamboyant;Emilio Santiago 
 Hoje;Emilio Santiago 
 Isto Aqui O Que Eh;Emilio Santiago 
 Lembra De Mim;Emilio Santiago 
 Lesoes Corporais;Emilio Santiago 
 Logo Agora;Emilio Santiago 
 Manha De Carnaval;Emilio Santiago 
 Mascarada;Emilio Santiago 
 Minha Namorada;Emilio Santiago 
 Moca Flor;Emilio Santiago 
 Mulher;Emilio Santiago 
 Na Baixa Do Sapateiro;Emilio Santiago 
 Nega De Obaluae;Emilio Santiago 
 Pelo Amor De Deus;Emilio Santiago 
 Perfume Siames;Emilio Santiago 
 Pressentimento;Emilio Santiago 
 Ronda;Emilio Santiago 
 Rosa Morena;Emilio Santiago 
 Saigon;Emilio Santiago 
 So Louco;Emilio Santiago 
 Ta Tudo Errado;Emilio Santiago 
 Vai E Vem;Emilio Santiago 
 Verdade Chinesa;Emilio Santiago 
 Amigo E Pra Essas Coisas;Emilio Santiago E Joao Nogueira 
 Tudo Que Se Quer;Emilio Santiago E Veronica Sabino 
 Ate O Fim;Engenheiros Do Hawaii 
 Era Um Garoto Que Como Eu;Engenheiros Do Hawaii 
 Infinita Highway;Engenheiros Do Hawaii 
 Piano Bar;Engenheiros Do Hawaii 
 Pra Ser Sincero;Engenheiros Do Hawaii 
 Refrao De Bolero;Engenheiros Do Hawaii 
 Somos Quem Podemos Ser;Engenheiros Do Hawaii 
 Terra De Gigantes;Engenheiros Do Hawaii 
 Toda Forma De Poder;Engenheiros Do Hawaii 
 Meio Caminho Andado;Enzo Rabelo 
 Filho Unico;Erasmo Carlos 
 Gatinha Manhosa;Erasmo Carlos 
 Mesmo Que Seja Eu;Erasmo Carlos 
 Minha Superstar;Erasmo Carlos 
 Pega Na Mentira;Erasmo Carlos 
 Sou Uma Crianca Nao Entendo Nada;Erasmo Carlos 
 Do Fundo Do Meu Coracao;Erasmo Carlos E Adriana Calcanhoto 
 Mais Um Na Multidao;Erasmo Carlos E Marisa Monte 
 Sentado A Beira Do Caminho;Erasmo Carlos E Roberto Carlos 
 Po Pega;Eric E Matheus 
 Embriagado De Amor;Erick Monteiro 
 Aprendi A Sofrer;Erick Montteiro E Leonardo 
 Salmo21;Ester Batista 
 Descansarei;Etiene Pires 
 A Cruz Que Carrego;Evaldo Braga 
 Esconda O Pranto Num Sorriso;Evaldo Braga 
 Mentira;Evaldo Braga 
 Sorria Sorria;Evaldo Braga 
 A Gente Bota Pra Quebrar;Exaltasamba 
 Abandonado;Exaltasamba 
 Amor E Amizade;Exaltasamba 
 Aquela Cancao;Exaltasamba 
 Armadilha;Exaltasamba 
 Cartao Postal;Exaltasamba 
 Como Nunca Amei Ninguem;Exaltasamba 
 Danca Do Bole Bole;Exaltasamba 
 De Bobeira;Exaltasamba 
 Desliga E Vem;Exaltasamba 
 E Demais;Exaltasamba 
 E Voce;Exaltasamba 
 Estrela;Exaltasamba 
 Eterno Amanhecer;Exaltasamba 
 Eu Me Apaixonei Pela Pessoa Errada;Exaltasamba 
 Faca O Que Eu Digo;Exaltasamba 
 Gamei;Exaltasamba 
 Ja Tentei;Exaltasamba 
 Limite;Exaltasamba 
 Livre Pra Voar;Exaltasamba 
 Louca Paixao;Exaltasamba 
 Megastar;Exaltasamba 
 Nao Da;Exaltasamba 
 Por Tao Pouco;Exaltasamba 
 Ta Vendo Aquela Lua;Exaltasamba 
 Telegrama;Exaltasamba 
 Valeu;Exaltasamba 
 Vem Pra Ficar Comigo;Exaltasamba 
 Eu E Voce Sempre;Exaltasamba E Jorge Aragao 
 Viver Sem Ti;Exaltasamba E Mariana Rios 
 Se Meu Povo Orar;Expressao Vocal 
 Chuva De Poder;Eyshila 
 Deus Provera;Eyshila 
 Eu Me Arrependo;Eyshila 
 Fala Comigo;Eyshila 
 Fiel A Mim;Eyshila 
 Nada Pode Calar Um Adorador;Eyshila 
 O Milagre Sou Eu;Eyshila 
 Posso Clamar;Eyshila 
 Profetiza;Eyshila 
 Simplesmente Te Adorar;Eyshila 
 Sonhos Nao Tem Fim;Eyshila 
 Terremoto;Eyshila 
 Algo Novo;Fabi 
 A Troco De Nada;Fabio Diniz 
 Cabare Do Vaqueiro;Fabio Diniz 
 Escolhi A Vaquejada;Fabio Diniz 
 Ai Que Saudade Doce;Fabio Jr 
 Alma Gemea;Fabio Jr 
 Amarrados;Fabio Jr 
 Busca;Fabio Jr 
 Caca E Cacador;Fabio Jr 
 Choro;Fabio Jr 
 De Volta Ao Comeco;Fabio Jr 
 Desejos E Delirios;Fabio Jr 
 Dou Minha Palavra;Fabio Jr 
 Em Cada Amanhecer;Fabio Jr 
 Enrosca;Fabio Jr 
 Esqueca;Fabio Jr 
 Esses Mocos;Fabio Jr 
 Eu Choro;Fabio Jr 
 Eu Nunca Estive Tao Apaixonado;Fabio Jr 
 Felicidade;Fabio Jr 
 Impossivel Acreditar Que Te Perdi;Fabio Jr 
 Nao Diga Nada;Fabio Jr 
 O Que E Que Ha;Fabio Jr 
 Obrigado;Fabio Jr 
 Pai;Fabio Jr 
 Pareco Um Menino;Fabio Jr 
 Quando Gira O Mundo;Fabio Jr 
 Rio E Canoa;Fabio Jr 
 Sem Peso E Sem Medida;Fabio Jr 
 Senta Aqui;Fabio Jr 
 Seu Melhor Amigo;Fabio Jr 
 Vida;Fabio Jr 
 Vinte E Poucos Anos;Fabio Jr 
 Sem Limites Pra Sonhar;Fabio Jr E Bonnie Tyler 
 Abandonada;Fafa De Belem 
 Amor Cigano;Fafa De Belem 
 Bandoleiro;Fafa De Belem 
 Bilhete;Fafa De Belem 
 Coracao Aprendiz;Fafa De Belem 
 Coracao Do Agreste;Fafa De Belem 
 Pirilampo;Fafa De Belem 
 To Carente;Fafa De Belem 
 Vermelho;Fafa De Belem 
 Asa Partida;Fagner 
 Borbulhas De Amor;Fagner 
 Cabecinha No Ombro;Fagner 
 Canteiros;Fagner 
 Deslizes;Fagner 
 Dezembros;Fagner 
 Espumas Ao Vento;Fagner 
 Fanatismo;Fagner 
 Guerreiro Menino;Fagner 
 Lembranca De Um Beijo;Fagner 
 Meu Primeiro Amor;Fagner 
 Mucuripe;Fagner 
 Noturno;Fagner 
 O Ultimo Pau De Arara;Fagner 
 Pedras Que Cantam;Fagner 
 Revelacao;Fagner 
 Terral;Fagner 
 Sangue E Pudins;Fagner E Luiz Melodia 
 Retrovisor;Fagner E Zeze Di Camargo E Luciano 
 100 Anos;Falamansa 
 Avisa;Falamansa 
 Cem Anos;Falamansa 
 Decola;Falamansa 
 Fique Com A Saudade;Falamansa 
 Oh Chuva;Falamansa 
 Rindo A Toa;Falamansa 
 Xote Da Alegria;Falamansa 
 Xote Dos Milagres;Falamansa 
 Holiday Foi Muito Bom;Falcao 
 Im Not Dog No;Falcao 
 Eu Nao Vou;Fat Family 
 Facil De Dizer;Fat Family 
 Gulosa;Fat Family 
 Impossivel;Fat Family 
 Jeito Sexy;Fat Family 
 Oh Happy Day (Acustico);Fat Family 
 Katia Flavia;Fausto Fawcett 
 O Rosto De Cristo;Feliciano Amaral 
 Ainda Sou Tao Seu;Felipe Araujo 
 Alcontece;Felipe Araujo 
 Amor Da Sua Cama;Felipe Araujo 
 Bora Beber;Felipe Araujo 
 Se Pegar Ce Chora;Felipe Araujo 
 Perdeu O Cara Errado;Felipe Araujo E Cristiano Araujo 
 Atrasadinha;Felipe Araujo E Ferrugem 
 A Mala E Falsa;Felipe Araujo E Henrique E Juliano 
 A Mala Falsa;Felipe Araujo E Henrique E Juliano 
 Chave Copia;Felipe Araujo E Jorge E Mateus 
 Amante Fiel;Felipe Araujo E Marilia Mendonca 
 Homem Tem Que Ter Mulher;Felipe E Falcao 
 Nao Abro Mao Do Seu Amor;Felipe E Falcao 
 A Carta De Larissa;Felipe E Ferrari 
 Rio 40 Graus;Fernanda Abreu 
 A Fe Move Montanhas;Fernanda Brum 
 A Tua Gloria Faz;Fernanda Brum 
 Amo O Senhor;Fernanda Brum 
 Espirito Santo;Fernanda Brum 
 Gigante Do Amor;Fernanda Brum 
 Meu Isaac, Minha Laura;Fernanda Brum 
 Minha Oferta;Fernanda Brum 
 O Que Tua Gloria Fez Comigo;Fernanda Brum 
 Puro Nardo;Fernanda Brum 
 Quebrantado Coracao;Fernanda Brum 
 Quem E O Pequeno A Repousar;Fernanda Brum 
 Rasgando O Coracao;Fernanda Brum 
 Santo Holy;Fernanda Brum 
 Suas Digitais;Fernanda Brum 
 Caia Fogo;Fernandinho 
 Faz Chover;Fernandinho 
 Galileu;Fernandinho 
 Nada Alem Do Sangue;Fernandinho 
 Teus Sonhos;Fernandinho 
 Todas As Coisas;Fernandinho 
 Uma Nova Historia;Fernandinho 
 Aqui A Tristeza Pula De Alegria;Fernando E Sorocaba 
 Ate O Final;Fernando E Sorocaba 
 Bala De Prata;Fernando E Sorocaba 
 Bobeia Pra Ver;Fernando E Sorocaba 
 Casa Branca;Fernando E Sorocaba 
 Celebridade;Fernando E Sorocaba 
 Da Cor Do Pecado;Fernando E Sorocaba 
 Deixa Falar;Fernando E Sorocaba 
 Delegada;Fernando E Sorocaba 
 Dia Dez;Fernando E Sorocaba 
 E Tenso;Fernando E Sorocaba 
 Ferias Em Salvador;Fernando E Sorocaba 
 Gaveta;Fernando E Sorocaba 
 Joga No Lixo;Fernando E Sorocaba 
 Juliana;Fernando E Sorocaba 
 Madri;Fernando E Sorocaba 
 Marmore;Fernando E Sorocaba 
 Minha Ex;Fernando E Sorocaba 
 Mo;Fernando E Sorocaba 
 O Cara Da Radio;Fernando E Sorocaba 
 O Mundo Avisou;Fernando E Sorocaba 
 O Que Ce Vai Fazer;Fernando E Sorocaba 
 Paga Pau;Fernando E Sorocaba 
 Preto;Fernando E Sorocaba 
 Previsao Do Tempo;Fernando E Sorocaba 
 Que Raiva Que Da;Fernando E Sorocaba 
 Terapinga;Fernando E Sorocaba 
 Teus Segredos;Fernando E Sorocaba 
 To Passando Mal;Fernando E Sorocaba 
 Vamos Chapar;Fernando E Sorocaba 
 Vem Ficar Do Meu Lado;Fernando E Sorocaba 
 Vendaval;Fernando E Sorocaba 
 Veneno;Fernando E Sorocaba 
 Bom Rapaz;Fernando E Sorocaba E Jorge E Mateus 
 A Louca;Fernando E Sorocaba E Luan Santana 
 Everest;Fernando E Sorocaba E Luan Santana 
 Xing Ling;Fernando E Sorocaba E Lucas Lucco 
 Menina Pipoco;Fernando E Sorocaba E Nego Do Borel 
 A Desconhecida;Fernando Mendes 
 Cadeira De Rodas;Fernando Mendes 
 Desejo Louco;Fernando Mendes 
 Eu Queria Dizer Que Te Amo Numa Cancao;Fernando Mendes 
 Menina Do Suburbio;Fernando Mendes 
 Recordacoes;Fernando Mendes 
 Sorte Tem Quem Acredita Nela;Fernando Mendes 
 Voa Pombinha;Fernando Mendes 
 Climatizar;Ferrugem 
 Paciencia;Ferrugem 
 Pirata E Tesouro;Ferrugem 
 Anjo Chapadex;Fiduma E Jeca 
 Quadros;Fiduma E Jeca E Joao Carreiro 
 99%;Fiduma E Jeca E Munhoz E Mariano 
 Se Sobrar Eu Vendo;Filipe Labre E Marilia Mendonca 
 Quero Toda Noite;Fiuk E Jorge Ben Jor 
 Clube Da Esquina;Flavio Venturini 
 Noites Com Sol;Flavio Venturini 
 A Volta Por Cima;Flordelis 
 Ding Dong;Floribela 
 Flores Amarelas;Floribela 
 Te Sinto;Floribela 
 Voce Vai Voltar;Floribela 
 Black Samba;Franco 
 Rock Enredo;Franco 
 Lamento De Um Nordestino;Frank Aguiar E Francis Lopes 
 A Dama Da Noite;Fred E Gustavo 
 Ela Ta Dancando;Fred E Gustavo 
 Entao Valeu;Fred E Gustavo 
 Ex Gordinha;Fred E Gustavo 
 Fora De Area;Fred E Gustavo 
 Jejum De Amor;Fred E Gustavo 
 Ligacao;Fred E Gustavo 
 Quem Nao Beija Bebe;Fred E Gustavo 
 Lendas E Misterios;Fred E Gustavo E Maria Cecilia E Rodolfo 
 A Culpa E Da Bebida;Fred E Gustavo E Wesley Safadao 
 To Sou Seu;Fred E Gustavo E Wesley Safadao 
 As Mocinhas Da Cidade;Fred E Pedrito 
 Amor Pra Recomecar;Frejat 
 Segredos;Frejat 
 Alguem Que Te Faz Sorrir;Fresno 
 Europa;Fresno 
 O Resto E Nada Mais;Fresno 
 Polo;Fresno 
 Porto Alegre;Fresno 
 Quebre As Correntes;Fresno 
 Redencao;Fresno 
 Relato De Um Homem De Bom Coracao;Fresno 
 Livre Estou;Frozen 
 A Amizade;Fundo De Quintal 
 As Batucadas Dos Nossos Tantans;Fundo De Quintal 
 Facho De Esperanca;Fundo De Quintal 
 Lucidez;Fundo De Quintal 
 O Show Tem Que Continuar;Fundo De Quintal 
 So Pra Contrariar;Fundo De Quintal 
 Vai La Vai La;Fundo De Quintal 
 16 Toneladas;Funk Como Le Gusta 
 Ah Se Meu Dinheiro Desse;Gabriel Diniz 
 Bebendo Mais E Amando Menos;Gabriel Diniz 
 Bumbum De Metralhadora;Gabriel Diniz 
 Coracao Teimoso Quem Chorava Hoje Ri;Gabriel Diniz 
 Do Seu Coracao Sou Dono;Gabriel Diniz 
 E Bom Demais;Gabriel Diniz 
 Jenifer;Gabriel Diniz 
